200,2
98,0,0
102,0.05060632371552019,0
164,0.05266140285117565,0.02877110789917892
60,0.07882414107817542,0.1264466479717347
76,0.3325868935790403,-0.3343455670701262
89,-0.4732412521136224,-0.1711248587959417
24,-0.21366894897927,-0.5895113062886023
190,-0.5538438270591926,-0.06165237406967451
162,0.4987321375462758,-0.2077408360879552
56,-0.3400365554457863,-0.6302572022282373
148,-0.2692351271471891,-0.6900916216779024
170,-0.5613330096785549,0.1215658350245459
21,-0.6246254949814876,-0.2467873396654123
96,0.5769634673353207,-0.2219485466508048
167,0.4582628868749053,-0.5757778447570541
70,0.2800638133619985,-0.964563248545753
39,0.064142181484018,0.7656355402895497
191,0.1075754886010459,0.8248178673211716
85,-0.9664404842946699,-0.539912761764606
97,-0.07615649027707612,-1.214117040893784
131,-0.6585145403435048,0.7541350012803958
12,-0.7551823012245258,-0.9846002701184018
87,-0.2927894957020084,-1.241742046967309
91,0.2566082466886994,-1.222870887596623
143,-0.8480955906077403,0.6303164833571369
142,1.084014723305742,-0.3249001071966227
101,0.6401571507567224,0.8145819923955077
135,-1.154855672356942,0.06497211728884641
145,-0.6722677622513523,0.8613350427316648
132,0.2090055001714303,1.065321407321795
64,0.1109545129490935,1.090120679583792
165,0.9537938434598732,-0.8750487438869009
69,-0.9312670144728651,-1.01678992311824
27,-0.7064729736342343,0.9235604677141622
93,1.136933011048873,0.4159559212072153
184,-0.8731517477616788,-1.191945898680274
161,1.244567780778836,0.3034403385300707
82,-0.623756038424095,1.069471086345713
19,0.8913115335854226,-1.115275638619262
2,0.9858451738255816,-1.056962768145032
36,0.7935174312550414,-1.238698949016427
141,0.4545676965059747,1.205995526232685
195,0.6646204966215475,1.129819275579297
25,0.4897214059514702,1.227119368502068
8,-1.148413789681706,-1.051607706166564
121,-1.09849907913685,0.8422860399742427
48,-0.443995895183134,-1.548482368340217
155,1.437942823293508,-0.2008642251340329
105,-1.451162515041139,-0.4357755786405141
163,0.1910235577344618,-1.61552932514098
137,-1.227396013770318,-1.040126927533719
88,-1.492797627914463,-0.4191768625448614
189,1.275808935716061,0.7018885663316161
138,-1.537080631212584,-0.2177593468743073
66,1.297407027016745,0.7084094905120693
103,-1.505365227244064,0.3235761619842023
0,-0.3226276639216372,1.41193816807694
99,-1.560773322401536,-0.4716011408803758
146,1.569408606846559,-0.1043150265107648
95,1.498409574784919,0.431566618487664
154,-1.2357941736997,0.9483004588472351
157,-1.021828819075856,1.152682030963457
31,0.6901311424305042,1.366291698813825
126,1.192044700561784,0.988987073657976
72,0.6941029780676916,1.367398279886867
75,1.611893415900985,-0.3815135853086431
171,-0.2088474171610171,1.529492646711703
18,1.465409746356602,-0.8868456885406168
177,-0.72143157849664,-1.687713979780889
183,-1.601262333449221,0.4174577098063428
30,1.58140315526331,-0.6760222337491916
169,-1.487205441420318,-1.022125224720434
9,0.4133673119113577,-1.788235014041269
125,1.703087552545691,-0.1675284703085675
116,-0.7739546587136857,-1.710655776670275
104,-1.082829100727469,-1.519256771786041
181,1.343112777408788,-1.189811778039389
197,-1.140232993891707,1.223424178133142
166,1.428062635141309,0.9298640277552728
73,0.3408467308742738,-1.873145351021196
180,-1.385834710978859,1.016019268442356
194,-1.753595074379698,0.2584459616849578
32,-1.699708528197639,-0.731114162885809
158,1.326988310344397,1.087512309911627
4,-0.2370652345236465,-1.93697136648435
140,-1.453059511166375,0.9663219220368203
193,-1.347064852669646,-1.384155078992996
94,-0.893010925947589,-1.754148364916215
79,-1.349574420460306,-1.395932263270403
57,-0.6022172282523146,-1.883361465570563
90,1.349337295944673,-1.382949696038405
15,-0.6593839969009028,1.613948495036626
49,-0.8037730665570139,1.558362556492402
185,-1.33590024005769,1.197360241787661
41,0.9725859613253401,-1.709727038983962
113,1.733419730172913,0.5685455470296695
117,-0.1948768311137799,-2.031465485971901
63,1.885159659814254,-0.1721919191164464
192,1.366943791231876,-1.436203910178713
114,1.461813357869215,-1.342045717088331
68,0.9806481948575225,-1.760353123075789
176,-1.810919926038699,0.553665983672461
153,1.222278076307509,-1.604661118173559
127,-1.920906180548878,0.1622326894590614
1,1.194415945718316,-1.636593886281451
151,1.09644400000119,1.507440066756018
67,0.7784007433821742,1.702830667653739
112,1.961493993478081,-0.2012791930364598
52,-1.874014807578592,0.5695730865974737
174,0.6829186050793974,1.763593824789713
188,0.1361687531135155,-2.134357765388809
178,-1.880219565738166,-0.8486291207679498
133,1.36494799322514,-1.592607288627885
14,1.97214483630614,0.247577754717644
172,1.688030145801741,0.9763601931994942
6,0.02177593468746172,-2.198203541228266
22,0.9350017255944061,-1.963410749979607
160,-1.060341792493081,-1.959636518105478
152,0.4368031182083738,-2.195871816824343
62,-0.4970129848077793,-2.228436916973972
198,-1.956395816391558,-1.008075597167995
115,-1.880160284609262,0.9467789098717911
109,-1.602981486187683,-1.599721024097492
29,1.381329345181436,1.548541649469146
65,2.147439134502305,-0.04272193357035196
119,1.157187396760849,1.746678942673166
150,-1.20812964687353,-1.984949560151402
47,-1.85030235601332,-1.344594805631629
23,1.441796096672843,1.573696608504623
55,1.345819948962467,1.685935545913503
108,0.1854511316166065,2.133073340929026
42,-1.891818906628809,-1.380835335773885
139,-1.437883542164573,-1.900414670321259
159,-1.72274912696856,-1.62981607720904
156,-0.4042577784350284,-2.389661827241414
149,-1.52820822225194,1.580355855319163
130,-1.937722260783897,-1.385064056303009
81,-2.165381556186672,-0.9013893255006893
44,-0.6352960981858343,-2.373715203563784
84,2.089679554564591,0.8342238064420926
50,-0.5160619875652063,2.145087649722092
124,1.86881782861055,-1.525995060105815
34,-0.9449016741228807,-2.328799868223927
33,0.6121764579097063,2.201859210844582
100,-2.170143806876045,0.900480348190647
37,-2.382113363493152,-0.2102306435021875
106,0.4328312825711382,2.256378089068368
199,-1.314974001551334,-2.157220520772986
40,0.3692226312473867,-2.491902014240279
11,-2.337356111163729,0.4903339776168571
35,-2.404244984954045,0.1728440115344507
51,1.902509270209499,-1.59541326206313
186,-1.06561781296636,2.061718622093905
110,-1.837300028405054,1.480644996487271
128,2.429893953397137,0.0694577227098135
38,-2.422226927391045,-0.4837537723075035
77,0.05538833478117339,2.355911104513532
28,-1.387455061835835,1.923712153984093
134,2.362352987188773,0.5992531718066124
3,-0.8017377477976282,-2.520040790097729
147,-0.994994228054512,2.182355719432147
17,0.4274959809689994,-2.602560121544814
26,0.4238403113526868,-2.626489937249419
144,2.49294931418442,0.3410640950135765
83,1.657381802153657,1.831905445673956
58,2.53383353275816,0.1193131521262542
86,1.840896416892436,1.656690188983019
53,-1.409784287059773,2.023739178836879
78,-0.1989869893850953,-2.696283586356498
7,-1.308176432102633,-2.369585284916166
118,2.211759159373079,-1.532417182404744
107,0.2312161631375439,2.536323340172532
168,-0.1582608538218125,2.533556887489916
196,-0.8922007505190751,-2.638148559269019
59,-2.563019608559756,0.674955173428722
129,-2.351010531190061,1.194514747599805
187,-2.18279044771087,1.459165467444381
179,2.419282631321693,-1.274188584859081
136,-2.678400445801017,0.1067850735492259
123,1.010763008345374,2.429478985494752
111,2.684328558692335,0.2370257137711646
16,2.562762723667798,-1.03279582792477
43,-0.2375987646838648,-2.964352851301732
173,2.578294379443027,-1.325308678358553
46,2.866795873487002,-0.4667005675568655
175,1.100732001659248,2.599062534938939
5,2.645064690975544,-1.309223732046761
71,-2.564600438664108,1.345740907457252
54,0.1530441144774112,2.878355693625064
74,2.808186597368195,-1.100376314885794
61,1.039632918126074,2.720766692597633
80,-2.86068991720892,0.8324651329510585
92,0.2637615029108717,2.910209420227726
10,2.84227324649326,-1.109762493630355
182,2.94123321102562,-0.8143053471271832
13,0.5868634158638276,2.90631662609576
122,-0.5698102111130974,-3.134707055421806
20,1.442803875864359,2.693359050663461
120,-3.001818524774844,0.892595958045174
45,1.105672095735332,3.197643853951256
