,\string0,\string173,\string122,\string71,\string181,\string120,\string196,\string25,\string180,\string11,\string155,\string32,\string124,\string31,\string153,\string135,\string190,\string64,\string161,\string60,\string109,\string18,\string116,\string90,\string52,\string154,\string66,\string137,\string134,\string54,\string141,\string14,\string104,\string9,\string68,\string63,\string138,\string183,\string42,\string178,\string41,\string199,\string111,\string92,\string146,\string85,\string69,\string21,\string78,\string51,\string10,\string24,\string27,\string34,\string65,\string166,\string91,\string7,\string16,\string189,\string164,\string80,\string188,\string191,\string165,\string3,\string97,\string133,\string112,\string198,\string186,\string49,\string157,\string70,\string105,\string145,\string93,\string136,\string177,\string36,\string123,\string98,\string187,\string43,\string150,\string119,\string19,\string127,\string82,\string81,\string15,\string33,\string159,\string184,\string87,\string170,\string185,\string132,\string67,\string1,\string195,\string197,\string61,\string172,\string149,\string57,\string160,\string103,\string58,\string168,\string140,\string113,\string102,\string2,\string94,\string101,\string74,\string152,\string30,\string76,\string50,\string12,\string73,\string40,\string129,\string107,\string106,\string151,\string75,\string28,\string17,\string108,\string83,\string174,\string37,\string162,\string156,\string84,\string45,\string4,\string175,\string142,\string13,\string77,\string38,\string139,\string130,\string35,\string179,\string72,\string126,\string147,\string46,\string121,\string47,\string20,\string59,\string62,\string44,\string88,\string169,\string99,\string115,\string182,\string55,\string22,\string193,\string79,\string39,\string163,\string96,\string131,\string144,\string29,\string89,\string167,\string23,\string53,\string110,\string125,\string5,\string143,\string176,\string48,\string194,\string95,\string128,\string26,\string56,\string118,\string158,\string148,\string171,\string114,\string6,\string8,\string86,\string117,\string192,\string100
\string0,0,11.990,20.669,34.792,40.051,41.113,48.420,47.066,55.627,40.783,36.718,26.572,31.049,34.765,40.564,51.424,44.524,45.878,47.970,54.891,53.650,59.533,46.786,42.866,48.351,42.718,51.235,50.453,49.398,45.400,45.531,45.366,42.843,44.995,47.769,56.878,40.179,46.819,51.877,47.620,45.835,38.871,41.207,51.658,49.048,58.344,45.482,36.940,35.602,34.378,32.749,32.138,18.989,18.372,23.742,18.799,14.811,21.628,27.330,26.255,35.336,41.273,43.527,42.087,44.830,57.635,58.554,64.195,47.849,49.885,52.008,42.663,46.691,51.260,49.275,53.721,53.431,46.953,40.312,39.799,45.578,45.372,46.559,40.711,35.289,29.171,28.385,20.600,22.450,19.680,26.735,19.026,19.609,26.781,31.762,32.782,27.691,28.574,36.779,42.557,36.758,31.733,26.435,34.503,40.464,46.745,49.706,33.635,21.603,14.898,16.013,23.649,28.831,39.083,34.967,41.491,35.884,29.644,27.576,32.438,33.890,42.955,38.350,39.165,50.854,48.508,56.138,56.890,60.372,50.556,42.163,47.012,48.781,56.784,45.299,39.290,47.232,52.093,55.342,37.333,35.324,42.896,49.943,56.080,58.537,46.067,49.373,56.557,63.152,47.943,35.926,29.954,28.502,27.529,31.341,45.395,51.700,64.816,48.336,38.685,44.521,49.388,41.971,33.892,36.948,42.438,49.998,55.025,46.248,53.826,37.948,31.647,40.086,33.991,40.199,38.453,26.094,26.486,18.184,36.169,40.237,42.710,55.864,58.087,63.720,36.339,27.409,23.388,28.151,43.741,48.315,61.351,56.794,55.750,46.512,41.202,30.450,39.203,23.954,42.832
\string173,11.990,0,10.648,24.335,29.081,30.048,37.624,38.783,49.018,34.569,29.439,19.524,28.408,32.307,38.736,47.175,38.703,39.336,42.287,49.585,47.913,55.276,41.819,41.271,46.385,43.964,52.408,53.367,51.108,47.774,46.427,49.502,45.977,48.324,51.698,61.704,44.399,49.763,52.575,48.682,48.470,41.078,44.589,55.823,51.665,59.943,45.795,38.391,34.895,32.379,33.396,33.481,23.451,24.476,30.672,23.714,21.523,27.766,32.104,30.484,36.915,41.111,43.477,43.275,43.464,55.481,56.277,62.901,46.678,48.170,53.422,39.791,44.626,48.247,46.797,49.569,49.442,42.009,35.341,34.770,38.353,38.248,39.963,35.802,31.425,23.204,27.143,21.719,24.841,21.301,28.893,24.007,24.993,27.041,32.828,33.493,28.658,32.630,42.694,49.451,42.544,41.417,36.918,43.572,47.539,52.754,54.206,39.164,28.675,22.091,19.795,18.921,25.665,37.930,36.729,46.077,42.759,38.572,37.750,38.634,40.695,47.517,45.043,40.917,50.684,49.631,56.489,54.078,55.953,47.092,40.454,45.975,46.948,54.082,44.127,37.550,45.514,49.497,51.583,33.731,32.425,43.160,49.076,54.808,59.607,46.177,48.484,56.749,60.821,42.977,31.879,24.885,23.347,24.037,29.374,43.696,46.355,59.200,40.025,29.595,36.923,42.683,38.247,27.219,32.131,42.685,46.116,51.556,44.607,50.352,33.209,29.102,37.861,31.190,35.271,37.439,30.623,29.745,24.838,40.289,46.915,49.374,62.011,59.788,64.426,40.917,33.500,21.802,21.804,35.037,39.669,54.481,55.383,57.924,53.566,39.301,24.071,33.122,21.622,35.241
\string122,20.669,10.648,0,14.911,24.292,27.099,33.900,39.661,51.005,36.501,32.155,24.391,35.757,39.118,44.349,48.740,38.024,38.272,38.548,44.772,42.201,49.534,35.359,36.160,41.752,41.263,48.890,51.577,48.999,47.068,45.461,50.372,47.765,51.586,56.888,67.691,50.810,53.957,54.869,50.943,50.985,43.408,45.705,56.958,52.293,58.856,43.641,36.630,29.848,30.061,35.288,36.062,27.533,29.991,36.240,28.454,25.447,31.335,35.816,35.159,39.698,42.342,44.239,43.014,41.243,53.461,55.920,63.832,49.837,50.856,58.258,42.880,48.127,51.115,47.608,48.443,47.605,40.415,33.970,31.895,36.095,36.239,40.373,34.517,29.143,23.936,31.999,26.475,29.671,27.277,35.627,33.077,33.720,32.555,36.325,35.445,31.661,37.426,47.653,56.551,50.708,49.347,44.268,51.351,53.391,56.442,57.679,43.231,34.244,29.641,23.795,21.190,29.629,42.818,43.850,52.498,49.611,45.361,44.812,44.030,43.437,46.508,45.931,38.762,48.399,49.409,57.006,51.782,51.725,46.148,39.401,45.077,44.969,51.214,44.275,35.768,44.906,48.996,48.493,33.947,32.716,47.194,51.465,57.141,62.105,48.835,52.246,60.801,63.328,43.915,34.312,26.050,22.253,27.655,32.716,43.589,44.556,57.058,33.693,24.936,30.230,39.087,38.050,27.213,33.842,45.816,45.237,50.186,41.976,46.645,30.766,28.723,36.184,30.209,36.322,39.650,36.330,32.707,30.337,47.460,55.800,54.532,66.768,63.164,68.644,46.846,40.428,27.760,22.013,33.314,38.037,50.969,54.295,59.892,59.293,45.342,19.184,33.061,21.155,27.256
\string71,34.792,24.335,14.911,0,15.665,21.061,25.079,36.373,48.145,35.266,32.529,29.237,41.954,44.243,47.621,46.275,33.805,33.180,31.523,36.561,33.271,41.627,28.171,34.204,38.139,42.287,48.661,53.256,49.425,48.734,45.669,53.862,50.872,55.144,61.618,72.963,57.054,57.575,55.529,52.231,53.651,46.544,49.067,59.888,53.960,58.281,43.127,38.901,31.347,29.851,38.356,39.882,36.177,39.512,45.275,37.348,36.279,40.185,42.757,42.218,43.157,43.116,44.540,44.141,39.204,49.165,52.369,61.372,50.421,50.607,61.043,43.297,48.722,50.334,45.633,43.573,42.390,35.559,30.471,27.547,29.639,30.098,36.613,31.026,27.216,24.771,36.656,33.687,36.792,35.235,42.708,43.493,43.945,38.345,40.441,38.564,36.403,44.056,54.423,64.580,59.220,60.236,55.778,61.600,61.010,62.013,61.766,49.801,43.659,40.522,33.130,25.354,33.156,45.784,50.074,58.837,57.897,55.356,55.933,51.564,50.821,51.092,53.115,40.951,46.612,49.609,56.086,46.864,44.109,42.218,37.939,43.436,41.986,46.137,43.250,34.601,42.840,45.760,42.522,32.890,32.549,49.631,51.428,56.296,62.607,49.933,53.290,62.034,61.599,40.992,34.907,27.062,22.732,31.247,35.590,42.053,38.658,49.559,22.442,16.792,20.081,31.180,35.727,25.698,33.424,47.705,41.144,45.476,39.336,40.821,27.352,29.494,34.488,29.889,34.687,40.893,43.895,38.850,40.122,54.510,65.185,61.416,72.300,64.661,69.848,53.314,49.061,34.159,22.919,27.316,31.437,41.831,51.143,61.090,66.469,48.983,16.712,30.283,25.200,16.892
\string181,40.051,29.081,24.292,15.665,0,6.896,9.944,21.723,33.717,23.799,21.046,22.546,34.408,35.717,38.577,35.817,25.100,23.309,28.453,35.554,33.929,44.403,33.852,42.957,44.101,49.893,56.876,60.479,55.511,53.412,48.627,58.046,52.316,54.155,58.367,69.057,53.639,54.494,51.482,49.338,52.792,46.496,52.267,62.960,55.945,61.002,47.653,45.766,42.744,33.788,38.451,39.841,40.192,42.792,48.051,40.799,43.040,45.592,45.594,43.399,42.325,41.253,43.197,46.717,41.338,47.484,47.163,55.056,43.083,42.778,54.560,34.722,39.975,40.248,39.427,37.046,37.571,29.631,25.876,26.131,20.417,20.702,24.512,26.249,28.106,20.445,32.279,34.222,37.364,35.009,39.693,42.441,43.164,35.078,38.857,38.628,36.604,44.412,55.154,63.125,56.209,61.889,59.339,62.527,61.476,63.735,61.497,51.821,46.913,42.796,37.798,23.795,27.871,38.286,44.471,55.643,57.362,57.687,59.429,52.565,56.489,60.095,61.823,48.686,49.826,51.015,53.944,44.667,42.682,37.129,37.715,43.008,42.106,45.370,40.972,36.469,40.713,41.133,40.475,28.744,30.000,43.944,45.224,48.759,58.057,45.340,45.379,54.348,51.558,30.739,27.435,22.684,22.740,26.680,31.135,39.381,31.402,40.873,20.149,10.708,21.856,25.177,30.693,18.552,25.400,43.258,35.277,40.478,41.626,40.947,26.176,29.938,35.196,30.231,26.236,36.956,44.027,41.585,43.822,50.822,62.174,62.128,71.862,59.794,62.007,51.372,48.838,30.644,19.635,14.131,17.464,33.617,49.004,59.308,66.561,39.548,21.729,21.773,29.306,23.529
\string120,41.113,30.048,27.099,21.061,6.896,0,8.295,17.816,30.365,22.644,18.089,20.469,31.547,32.962,36.925,36.066,27.355,25.321,33.507,41.155,39.999,50.642,40.436,49.171,50.273,55.507,62.853,65.949,61.019,58.359,53.500,62.439,56.035,56.892,59.725,69.876,54.296,56.343,53.905,52.055,55.857,49.722,56.429,67.200,60.206,65.983,53.030,50.978,48.537,38.922,41.753,42.861,43.042,45.092,50.336,43.379,45.987,48.789,48.611,45.794,45.173,44.557,46.811,51.277,46.513,52.074,50.332,57.371,43.963,43.708,55.014,34.953,40.006,39.993,41.820,40.170,41.447,33.195,29.654,31.082,23.437,23.507,24.324,29.950,32.988,22.755,33.002,36.272,39.483,36.431,40.109,42.255,43.269,35.920,41.187,41.904,39.408,46.639,57.476,64.003,56.014,62.924,60.892,63.532,63.376,66.803,64.326,54.682,49.235,44.153,40.632,25.948,28.544,37.988,43.772,56.377,58.565,59.411,61.129,54.720,60.191,65.209,66.239,54.074,55.186,55.481,57.550,49.252,47.973,40.596,42.169,47.417,46.981,50.398,44.643,41.395,44.713,44.534,45.364,31.859,33.407,44.984,46.920,50.023,60.277,47.410,45.731,54.736,51.650,31.401,28.274,24.932,26.706,27.708,32.617,43.068,34.629,43.488,26.305,16.379,28.444,29.620,33.839,20.637,26.402,45.126,38.512,44.112,46.960,46.382,30.953,34.004,39.967,34.569,27.549,39.309,45.813,44.813,46.176,50.948,61.524,64.394,74.137,61.541,62.300,52.666,50.035,30.939,22.323,14.820,17.280,36.955,53.187,62.444,68.468,37.303,27.235,23.667,33.395,30.382
\string196,48.420,37.624,33.900,25.079,9.944,8.295,0,17.296,28.444,23.633,21.631,26.889,36.756,37.235,39.369,34.544,26.140,23.449,31.637,38.551,37.692,48.575,40.236,50.823,50.686,57.656,64.397,67.920,62.469,60.151,54.633,64.752,58.051,58.788,61.880,71.948,57.465,58.074,54.118,52.838,57.392,51.862,58.765,68.982,61.513,66.253,54.174,53.642,51.816,41.023,44.376,45.718,48.095,50.390,55.229,48.501,51.805,53.762,52.697,49.969,47.635,45.685,47.650,52.835,46.976,50.387,48.327,55.418,44.250,43.453,56.048,35.739,40.420,39.349,40.990,37.771,39.213,31.640,29.691,31.321,21.249,21.444,22.816,29.897,34.526,26.371,36.838,41.109,44.040,41.579,44.566,48.275,49.097,40.065,44.157,44.535,42.936,50.541,61.007,67.839,60.376,68.333,66.669,68.590,67.111,69.593,66.288,58.315,54.340,50.084,46.055,30.707,32.332,40.169,47.504,59.518,62.729,64.467,66.713,58.716,64.312,68.573,70.510,56.714,55.471,56.257,57.119,47.304,45.024,39.045,42.738,47.491,46.595,48.653,44.843,42.547,44.439,43.163,43.196,32.933,35.011,46.444,46.821,49.092,60.069,48.122,46.107,54.772,49.743,30.069,30.189,28.147,30.015,31.710,35.555,43.063,31.911,38.730,23.778,17.083,27.590,26.769,33.820,22.983,27.919,46.417,36.855,41.909,47.177,44.775,31.694,36.430,40.804,36.466,28.021,40.776,50.174,48.751,51.545,54.712,66.201,67.766,76.516,61.768,62.010,56.087,54.697,35.967,26.239,13.190,13.625,31.734,51.886,62.900,71.832,39.991,30.300,24.122,37.517,30.680
\string25,47.066,38.783,39.661,36.373,21.723,17.816,17.296,0,12.661,11.903,10.772,20.926,24.923,23.781,24.944,23.558,21.765,19.610,34.268,42.871,43.844,54.367,47.380,56.147,55.029,60.177,67.876,69.291,63.791,59.623,53.798,62.483,53.811,51.760,51.562,60.129,46.579,48.833,46.131,45.727,51.137,46.682,56.039,65.714,58.395,65.066,55.179,55.164,57.476,42.558,40.346,40.985,45.505,46.541,50.274,45.242,50.965,51.654,48.707,44.626,41.973,40.762,43.343,51.241,47.520,49.236,43.332,47.720,33.348,32.732,43.683,24.362,28.035,26.513,34.116,34.014,37.293,29.586,28.210,32.885,21.084,20.568,13.383,28.165,35.626,23.919,28.657,36.735,39.071,36.156,35.556,40.422,41.323,32.058,37.887,40.424,38.542,44.389,54.032,57.585,48.978,60.533,60.855,60.139,59.042,63.536,59.187,53.000,49.904,45.147,44.343,28.221,24.829,27.864,35.241,48.663,53.742,57.843,60.873,51.958,61.814,70.116,70.654,58.816,56.133,53.895,52.128,46.544,47.841,35.553,41.304,45.472,46.180,49.136,40.876,42.757,41.484,38.932,43.976,29.147,31.832,35.992,37.576,38.852,51.301,39.716,33.953,42.248,37.529,20.682,21.763,24.620,30.419,25.386,28.346,39.319,29.644,36.208,33.034,24.231,36.277,29.329,29.817,20.119,20.225,37.809,33.063,38.948,48.253,46.955,32.690,35.326,40.599,35.825,20.634,33.990,43.547,45.459,47.893,43.503,54.212,60.196,67.914,51.806,49.103,46.850,46.795,28.751,25.027,12.827,11.579,33.197,49.163,56.304,63.240,24.898,35.199,19.439,38.159,40.685
\string180,55.627,49.018,51.005,48.145,33.717,30.365,28.444,12.661,0,16.514,19.612,30.020,28.953,25.866,23.284,19.675,25.067,23.382,38.991,47.071,49.261,59.061,54.605,63.341,60.806,66.077,73.546,74.046,68.278,63.476,57.197,65.597,55.854,51.919,49.591,56.425,45.706,47.395,44.165,45.105,51.512,48.730,59.211,67.562,60.238,66.891,59.622,61.147,65.970,48.889,44.161,44.515,51.773,52.267,54.766,51.230,58.409,57.723,53.145,48.660,44.439,42.542,45.004,54.706,51.596,50.145,41.519,43.337,30.348,29.255,39.231,23.369,24.645,21.205,33.164,33.869,38.278,32.324,33.003,38.821,26.560,25.865,15.788,32.739,41.955,31.814,32.691,42.664,44.185,41.856,38.573,45.105,45.777,35.909,40.892,44.187,43.138,47.698,55.739,57.167,48.899,63.211,65.070,62.074,59.941,64.611,58.922,55.936,54.907,50.935,51.437,36.129,30.050,27.100,35.218,47.617,54.774,61.040,64.891,54.398,66.432,76.107,76.595,64.932,59.584,55.993,51.321,47.689,50.389,36.288,44.790,47.751,49.026,51.115,42.390,47.593,43.174,38.867,46.195,33.253,36.328,34.536,35.025,34.178,47.848,38.591,29.794,36.411,29.506,19.793,25.363,31.564,38.301,31.340,32.177,40.956,31.073,34.183,40.926,34.125,44.592,33.994,32.632,27.863,24.426,37.408,33.826,38.982,52.389,50.320,38.726,41.206,45.129,41.479,23.815,35.657,47.074,50.409,53.692,43.346,53.714,61.001,66.624,47.850,42.027,47.425,49.543,34.452,33.444,21.947,19.036,34.375,49.338,54.983,63.191,22.990,44.334,24.891,45.891,49.942
\string11,40.783,34.569,36.501,35.266,23.799,22.644,23.633,11.903,16.514,0,8.789,17.437,20.139,18.160,16.297,15.408,13.415,12.886,27.456,36.611,38.157,47.806,41.095,48.162,46.683,50.656,58.594,59.084,53.690,48.911,43.185,51.211,42.203,39.877,40.032,49.183,35.412,37.101,34.863,34.135,39.343,34.978,44.735,54.209,47.056,54.422,45.194,45.406,49.960,33.299,29.053,29.546,35.694,36.620,39.673,35.327,42.234,41.682,37.734,33.568,30.265,29.323,32.076,40.374,37.756,40.077,34.083,38.490,22.500,22.321,33.137,13.145,17.692,17.787,23.759,25.756,28.968,21.179,19.107,24.663,15.829,15.034,7.370,18.990,26.665,15.411,17.776,26.746,28.565,26.372,25.085,31.931,32.357,21.280,26.264,29.107,27.504,33.071,42.378,46.534,38.951,50.304,50.908,49.635,47.499,51.686,47.300,41.507,39.577,35.925,35.212,19.733,14.316,16.947,25.368,37.471,42.611,47.162,50.691,40.550,50.952,60.173,60.533,49.201,46.209,42.926,41.309,37.792,41.023,26.285,31.011,35.044,36.458,40.474,30.005,32.907,31.100,29.212,35.967,18.529,21.175,24.438,26.663,29.043,40.429,28.174,23.592,32.464,30.304,11.907,10.035,15.087,22.056,15.255,16.878,28.650,22.468,31.658,30.240,21.362,32.106,23.933,19.526,11.899,8.815,26.037,23.989,30.296,38.753,38.867,24.071,25.350,30.745,25.976,9.688,22.251,32.535,34.666,38.032,32.866,44.882,48.472,56.120,40.871,39.909,35.358,36.019,19.447,17.157,12.341,13.486,30.042,39.353,44.864,51.599,17.710,28.799,10.179,29.419,36.772
